"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"88",2020,"Ahmad, Zuhairi Bin; Bin Mohd Jinah, Muhammad Idzham Helmi; Saad, Shahbudin Bin","Comparison of 3D coral photogrammetry and coral video transect for coral lifeform analysis using low-cost underwater action camera","ASEAN Journal on Science and Technology for Development","","02175460","10.29037/AJSTD.602","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"89",2023,"Ahn, Jonghyun","Development of moon jellyfish removal ROV system and its sea trial","2023 IEEE International Symposium on Underwater Technology, UT 2023","","","10.1109/UT49729.2023.10103427","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"90",2018,"Ahn, Jonghyun; Sonoda, Takashi; Ishii, Kazuo; Yasukawa, Shinsuke; Takashima, Sotaro; Nishida, Yuya; Ura, Tamaki","Flounders measurement system using obtained optical images by AUV","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559296","2018","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"91",2016,"Ahn, Jonghyun; Yasukawa, Shinsuke; Sonoda, Takashi; Nishida, Yuya; Ishii, Kazuo; Ura, Tamaki","Image enhancement and compression of deep-sea floor image for acoustic transmission","OCEANS 2016 - Shanghai","","","10.1109/OCEANSAP.2016.7485453","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"92",2010,"Ahsan, Nasir; Williams, Stefan B.; Jakuba, Michael; Pizarro, Oscar; Radford, Ben","Predictive habitat models from AUV-based multibeam and optical imagery","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","0197-7385",NA,"2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"93",2003,"Aharon, Paul; Fu, Baoshun","Sulfur and oxygen isotopes of coeval sulfate-sulfide in pore fluids of cold seep sediments with sharp redox gradients","Chemical Geology","","00092541","10.1016/S0009-2541(02)00395-9","2003","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"94",2022,"Aiello, Giuseppe; Mazzini, Ilaria; Parisi, Roberta; Ingrassia, Michela; Barra, Diana","Are CO2-rich seafloor pockmarks a suitable environment for ostracod assemblages? The example of the Zannone Giant Pockmark (central-eastern Tyrrhenian)","Marine Ecology","","01739565","10.1111/maec.12698","2022","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"95",2020,"Ainley, David G.; Joyce, Trevor W.; Saenz, Ben; Pitman, Robert L.; Durban, John W.; Ballard, Grant; Daly, Kendra; Kim, Stacy","Foraging patterns of antarctic minke whales in McMurdo sound, ross sea","Antarctic Science","","09541020","10.1017/S0954102020000310","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"96",2018,"Aiello, Giuseppe; Barra, Diana; Parisi, Roberta; Isaia, Roberto; Marturano, Aldo","Holocene benthic foraminiferal and ostracod assemblages in a paleo-hydrothermal vent system of Campi Flegrei (Campania, south Italy)","Palaeontologia Electronica","","10948074","10.26879/835","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"97",2020,"Aiello, Gemma","New sedimentological and coastal and marine geological data on the Quaternary marine deposits of the Ischia Island (Gulf of Naples, Southern Tyrrhenian Sea, Italy)","Geo-Marine Letters","","02760460","10.1007/s00367-020-00652-w","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"98",2012,"Aiello, Giuseppe; Barra, Diana; de Pippppo, Tommaso; Donadadio, Carlo","Pleistocene foraminiferida and ostracoda from the island of procida (bay of naples, italy); [Foraminiferida e ostracoda pleistocenici dall'isola di procida (golfo di napoli, italia)]","Bollettino della Societa Paleontologica Italiana","","03757633","10.4435/BSPI.2012.06","2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"99",2015,"Ainsworth TD, Krause L, Bridge T, Torda G, Raina J-B, Zakrzewski M, Gates RD, Padilla-Gamiño JL, Spalding HL, Smith C, Woolsey ES, Bourne DG, Bongaerts P, Hoegh-Guldberg O, Leggat W","The coral core microbiome identifies rare bacterial taxa as ubiquitous endosymbionts","The ISME journal","","","10.1038/ismej.2015.39","2015","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"100",2015,"Ajemian, Matthew J.; Wetz, Jennifer J.; Shipley-Lozano, Brooke; Dale Shively, J.; Stunz, Gregory W.","An analysis of artificial reef fish community structure along the northwestern gulf of Mexico Shelf: Potential impacts of ""rigs-to-reefs"" Programs","PLoS ONE","","19326203","10.1371/journal.pone.0126354","2015","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"101",2015,"Ajemian MJ, Wetz JJ, Shipley-Lozano B, Stunz GW; Wetz, JJ; Shipley-Lozano, B; Stunz, GW","Rapid assessment of fish communities on submerged oil and gas platform reefs using remotely operated vehicles","Fisheries research","","","10.1016/j.fishres.2015.02.011","2015","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"102",2013,"Akimoto, Kazumi; Takikawa, Kiyoshi; Yakita, Koichi; Hokamura, Takaomi; Shimasaki, Yukihide; Mori, Keisuke; Sakamoto, Izumi; Takino, Yoshiyuki","Acoustic equipment and ROV investigations of mercury diffusion in minamata bay, yatsushiro sea, japan.","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","1878-0296","10.1016/j.proenv.2013.04.023","2013","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"103",2011,"Akimoto, Kazumi; Saeidi Ortakand, Mahsa; Yakita, Koichi; Hokamura, Takaomi; Takeuchi, Toshihide; Shibata, Koji; Shibata, Michiharu; Nakano, Koichi; Yoshizu, Ken","Acoustic machine and AUV assessment of the debris flow disaster in the wase coral reef in the sumiyo bay aid in the recovery of the regional economy","PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL III: PROCEEDINGS OF THE 2011 INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY","978-7-03-030935-8","",NA,"2011","SCIENCE PRESS BEIJING","",0,1,0,0,0,0,0,0,0,0,0,0,0
"104",2008,"Akin, David L.; Carignan, Craig R.; Roderick, Stephen","Autonomous dexterous sampling: From the arctic ocean to mars and beyond","Earth and Space Conference 2008: Proceedings of the 11th Aerospace Division International Conference on Engineering, Science, Construction, and Operations in Challenging Environments","","",NA,"2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"105",2018,"Akamatsu, Tomonari; Lin, Tzu-Hao; Tsao, Yu; Sinniger, Frederic; Harii, Saki","Coral reef soundscape to measure the species distribution and biodiversity","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559475","2018","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"106",1998,"Akiba, Tatsuro; Nakamura, Mari; Kakui, Yoshimi","On development of a submersible microscopes and image processing system","Oceans Conference Record (IEEE)","","01977385",NA,"1998","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"107",2015,"Allotta, Benedetto; Costanzi, Riccardo; Ridolfi, Alessandro; Pascali, Maria Antonietta; Reggiannini, Marco; Salvetti, Ovidio; Sharvit, Jacob","Acoustic data analysis for underwater archaeological sites detection and mapping by means of autonomous underwater vehicles","MTS/IEEE OCEANS 2015 - Genova: Discovering Sustainable Ocean Energy for a New World","","","10.1109/OCEANS-Genova.2015.7271493","2015","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"108",2021,"Alam, Tauhidul; Reis, Gregory Murad; Bobadilla, Leonardo; Smith, Ryan N.","A data-driven deployment and planning approach for underactuated vehicles in marine environments","IEEE JOURNAL OF OCEANIC ENGINEERING","","0364-9059","10.1109/JOE.2020.2999695","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"109",2019,"Alam, Tauhidul; Reis, Gregory Murad; Bobadilla, Leonardo; Smith, Ryan N.","An underactuated vehicle localization method in marine environments","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604762","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"110",2019,"Alt, Claudia H.S.; Kremenetskaia (Rogacheva), Antonina; Gebruk, Andrey V.; Gooday, Andrew J.; Jones, Daniel O.B.","Bathyal benthic megafauna from the Mid-Atlantic Ridge in the region of the Charlie-Gibbs fracture zone based on remotely operated vehicle observations","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2018.12.006","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"111",2009,"Alamaru A, Loya Y, Brokovich E, Yam R, Shemesh A","Carbon and nitrogen utilization in two species of Red Sea corals along a depth gradient: Insights from stable isotope analysis of total organic material and lipids","Geochimica et cosmochimica acta","","","10.1016/j.gca.2009.06.018","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"112",2020,"Alkalay, Ronen; Zlatkin, Olga; Katz, Timor; Herut, Barak; Halicz, Ludwik; Berman-Frank, Ilana; Weinstein, Yishai","Carbon export and drivers in the southeastern Levantine Basin","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2019.104713","2020","","",0,0,0,0,0,1,0,1,0,0,0,0,0
"113",2017,"Alvarez, Braulio Tapia; Gauthier, Stephane; Elizalde, Billy Ernst; Guerrero, Esteban Molina; Saavedra, Pablo Rivara; Dietz, Francisco Leiva","Characteristics and distribution of coastal fish schools around Robinson Crusoe island (Juan Fernandez Archipelago, Chile)","2017 IEEE/OES Acoustics in Underwater Geosciences Symposium, RIO Acoustics 2017","","","10.1109/RIOAcoustics.2017.8349752","2017","","",0,0,0,0,1,0,0,1,0,0,0,0,0
"114",2011,"Albano, Paolo G.; Sabelli, Bruno","Comparison between death and living molluscs assemblages in a Mediterranean infralittoral off-shore reef","Palaeogeography, Palaeoclimatology, Palaeoecology","","00310182","10.1016/j.palaeo.2011.07.012","2011","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"115",2022,"Alexander, Jason B.; Marnane, Michael J.; Elsdon, Travis S.; Bunce, Michael; Songploy, Se; Sitaworawet, Paweena; Harvey, Euan S.","Complementary molecular and visual sampling of fish on oil and gas platforms provides superior biodiversity characterisation","Marine Environmental Research","","01411136","10.1016/j.marenvres.2022.105692","2022","","",1,0,0,0,0,0,0,1,0,0,0,0,0
"116",2022,"Alalykina, Inna L.","Composition and distribution of polychaete assemblages associated with hydrothermal vents and cold seeps in the Bering Sea","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2022.105192","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"117",2009,"Alleman, Pete; Kleiner, Art; Steed, Chad; Hook, Dan","Development of a new unmanned semi-submersible (USS) vehicle","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","0197-7385",NA,"2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"118",2023,"Al-Tawil, Ahmed; Elkolali, Moustafa; Alcocer, Alex","Electronics system design of a compact underwater glider","OCEANS 2023 - Limerick, OCEANS Limerick 2023","","","10.1109/OCEANSLimerick52467.2023.10244510","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"119",2012,"Althaus F, Williams A, Kloser RJ, Seiler J, Bax NJ","Evaluating Geomorphic Features as Surrogates for Benthic Biodiversity on Australia’s Western Continental Margin","Seafloor Geomorphology as Benthic Habitat",NA,"","","2012","","",0,0,0,0,0,0,0,0,0,1,0,0,0
"120",2015,"Allen, David W.; Jones, Matthew C.; McCue, Leigh S.; Moore, William B.; Philen, Michael; Woolsey, Craig A.","Exploring the oceans of Europa with biologically-inspired underwater vehicles","JBIS - Journal of the British Interplanetary Society","","0007084X",NA,"2015","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"121",2014,"Altamirano, Maria; Andreakis, Nikos; Souza-Egipsy, Virginia; Zanolla, Marianela; de la Rosa, Julio","First record of caulerpa cylindracea (caulerpaceae, chlorophyta) in andalusia (southern spain)","Anales del Jardin Botanico de Madrid","","02111322","10.3989/ajbm.2381","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"122",2009,"Alvarez, A.; Caffaz, A.; Caiti, A.; Casalino, G.; Gualdesi, L.; Turetta, A.; Viviani, R.","Folaga: A low-cost autonomous underwater vehicle combining glider and AUV capabilities","Ocean Engineering","","00298018","10.1016/j.oceaneng.2008.08.014","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"123",2007,"Allen Brooks, R.; Nizinski, Martha S.; Ross, Steve W.; Sulak, Kenneth J.","Frequency of sublethal injury in a deepwater ophiuroid, Ophiacantha bidentata, an important component of western Atlantic Lophelia reef communities","Marine Biology","","00253162","10.1007/s00227-007-0690-4","2007","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"124",1987,"Alt, J.C.; Lonsdale, P.; Haymon, R.; Muehlenbachs, K.","Hydrothermal sulfide and oxide deposits on seamounts near 21oN, East Pacific Rise.","Geological Society of America Bulletin","","00167606","10.1130/0016-7606(1987)98<157:HSAODO>2.0.CO;2","1987","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"125",2023,"Ali, Mena G.; Hegazy, Gehad M.; Atef, Abdelaziz; Ali, Maryem G.","Innovative submarine solution for overcoming challenges in offshore oil and gas operations","Society of Petroleum Engineers - ADIPEC, ADIP 2023","","","10.2118/217048-MS","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"126",2020,"Albano, Paolo G.; Azzarone, Michele; Amati, Bruno; Bogi, Cesare; Sabelli, Bruno; Rilov, Gil","Low diversity or poorly explored? Mesophotic molluscs highlight undersampling in the Eastern Mediterranean","Biodiversity and Conservation","","09603115","10.1007/s10531-020-02063-w","2020","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"127",2002,"Allen, George; Purpura, John; Overway, David","Measurement of magnetic noise characteristics on select AUVS with some potential mitigation techniques","Oceans Conference Record (IEEE)","","01977385",NA,"2002","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"128",2015,"Alves Junior, Nelson; Meirelles, Pedro Milet; de Oliveira Santos, Eidy; Dutilh, Bas; Silva, Genivaldo G. Z.; Paranhos, Rodolfo; Cabral, Anderson S.; Rezende, Carlos; Iida, Tetsuya; de Moura, Rodrigo L.; Kruger, Ricardo Henrique; Pereira, Renato C.; Valle, Rogerio; Sawabe, Tomoo; Thompson, Cristiane; Thompson, Fabiano","Microbial community diversity and physical-chemical features of the Southwestern Atlantic Ocean","Archives of Microbiology","","03028933","10.1007/s00203-014-1035-6","2015","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"129",2014,"Alvarez-Salgado, X.A.; Alvarez, M.; Brea, S.; Memery, L.; Messias, M.J.","Mineralization of biogenic materials in the water masses of the South Atlantic Ocean. II: Stoichiometric ratios and mineralization rates","Progress in Oceanography","","00796611","10.1016/j.pocean.2013.12.009","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"130",2021,"Albano, Paolo G.; Steger, Jan; Bosnjak, Marija; Dunne, Beata; Guifarro, Zara; Turapova, Elina; Hua, Quan; Kaufman, Darrell S.; Rilov, Gil; Zuschin, Martin","Native biodiversity collapse in the eastern Mediterranean","Proceedings of the Royal Society B: Biological Sciences","","09628452","10.1098/rspb.2020.2469","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"131",2010,"Alf, Axel; Maestrati, Philippe; Bouchet, Philippe","New species of <i>Bolma</i> (Gastropoda: Vetigastropoda: Turbinidae) from the tropical deep sea","NAUTILUS","","0028-1344","","2010","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"132",2014,"Alexander, Polly; Duncan, Alec; Bose, Neil; Wilkes, Daniel; Lewis, Ron; de Souza, Paulo","Noise characterisation of the ¡i¿Aurora Australis¡/i¿ while stationary in Antarctic sea ice","OCEAN ENGINEERING","","0029-8018","10.1016/j.oceaneng.2014.02.030","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"133",2019,"Allemand D, Osborn D","Ocean acidification impacts on coral reefs: From sciences to solutions","Regional Studies in Marine Science","","","10.1016/j.rsma.2019.100558","2019","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"134",2000,"Allen, Ben; Vorus, William S.; Prestero, Timothy","Propulsion system performance enhancements on REMUS AUVs","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANS.2000.882209","2000","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"135",1997,"Allen, Ben; Stokey, Roger; Austin, Tom; Forrester, Ned; Goldsborough, Rob; Purcell, Mike; von Alt, Chris","REMUS: A small, low cost AUV; System description, field trials and performance results","Oceans Conference Record (IEEE)","","01977385",NA,"1997","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"136",2023,"Alonso de Santiago, Walter German; Munoz-Alvarez, Astrid Itzel; Diaz-Martinez, Julia Patricia; Benitez-Villalobos, Francisco","Resemblances in the early development of two sea urchins: Toxopneustes roseus (Euechinoidea: Echinacea) and Rhyncholampas pacificus (Euechinoidea: Irregularia) from different habitats in the southern Mexican Pacific","Developmental Biology","","00121606","10.1016/j.ydbio.2023.04.005","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"137",2019,"Alibani, Michael; Ferrara, Carmelo; Pollini, Lorenzo","Super twisting sliding mode control for precise control of intervention autonomous underwater vehicles","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604839","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"138",2016,"Norro, Alain","The closed circuit rebreather (CCR): is it the safest device for deep scientific diving?","American scientist","","","10.3723/ut.34.031","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"139",2003,"Aloy, Patrick; Ceulemans, Hugo; Stark, Alexander; Russell, Robert B.","The relationship between sequence and interaction divergence in proteins","Journal of Molecular Biology","","00222836","10.1016/j.jmb.2003.07.006","2003","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"140",2012,"Allee, Rebecca J.; David, Andrew W.; Naar, David F.","Two shelf-edge marine protected areas in the eastern Gulf of Mexico","Seafloor Geomorphology as Benthic Habitat","978-0-12-385140-6","","","2012","Elsevier Inc.","",0,0,0,0,0,1,0,0,0,1,0,0,0
"141",2013,"Allinson, C.R.; Jardine, W.A.","Using technology as a lever to reduce seismic and environmental interference","Society of Petroleum Engineers - SPE Offshore Europe Conference and Exhibition, OE 2013","","","10.2118/166649-ms","2013","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"142",2011,"Alvarez, Alberto","Volumetric reconstruction of oceanographic fields estimated from remote sensing and ¡i¿In Situ¡/i¿ observations from autonomous underwater vehicles of opportunity","IEEE JOURNAL OF OCEANIC ENGINEERING","","0364-9059","10.1109/JOE.2010.2092472","2011","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"143",2001,"Aleinik, D.L.; Lukashin, V.N.; Lein, A.Yu.; Filippov, I.A.","Water structure in the Rainbow rift valley and hydrothermal plume","Oceanology","","00014370",NA,"2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"144",2017,"Alatalo, Katherine; Bitsakis, Theodoros; Lanz, Lauranne; Lacy, Mark; Brown, Michael J. I.; French, K. Decker; Ciesla, Laure; Appleton, Philip N.; Beaton, Rachael L.; Cales, Sabrina L.; Crossett, Jacob; Falcon-Barroso, Jesus; Kelson, Daniel D.; Kewley, Lisa J.; Kriek, Mariska; Medling, Anne M.; Mulchaey, John S.; Nyland, Kristina; Rich, Jeffrey A.; Urry, C. Meg","Welcome to the twilight zone: The mid-infrared properties of post-starburst galaxies","Astrophysical Journal","","0004637X","10.3847/1538-4357/aa72eb","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"145",2017,"Amon, Diva J.; Gobin, Judith; Van Dover, Cindy L.; Levin, Lisa A.; Marsh, Leigh; Raineault, Nicole A.","Characterization of methane-seep communities in a deep-sea area designated for oil and natural gas exploitation off Trinidad and Tobago","Frontiers in Marine Science","","22967745","10.3389/fmars.2017.00342","2017","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"146",2020,"Amador, A.; Arzeno, I. B.; Giddings, S. N.; Merrifield, M. A.; Pawlak, G.","Cross-shore structure of tidally driven alongshore flow over rough bathymetry","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS","","2169-9275","10.1029/2020JC016264","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"147",2020,"Amon, Diva J.; Kennedy, Brian R. C.; Cantwell, Kasey; Suhre, Kelley; Glickson, Deborah; Shank, Timothy M.; Rotjan, Randi D.","Deep-sea debris in the central and western pacific ocean","Frontiers in Marine Science","","22967745","10.3389/fmars.2020.00369","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
